frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,num_inliers_H,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,mean_lk_err,consecutive_low_inliers,failure_triggered_streak,window_low_inlier_pct,failure_triggered_window,rel_tx,rel_ty,rel_tz,rel_rot_deg
414,20,0,20.000000000,6.2480157024137855,-0.8045907686059814,3.5433394512440626,-0.00017435192415014793,0.0032461415232787894,-0.001679179896091583,0.9999933062383437,2000,2000,1,1979,0.0005,1.0000,0.7237,167.3939,1.0192,5,True,88.52,True,0.0,0.0,0.0,0.00
415,20,32000000,20.032000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,2000,1970,9,1827,0.0046,0.9850,6.2796,767.7779,1.9266,0,True,86.89,True,0.8660905175957094,-0.04290109214140545,0.4980428813103053,0.05
416,20,68000000,20.068000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,86.89,True,0.0,0.0,0.0,0.00
417,20,100000000,20.100000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,2000,1999,0,1991,0.0000,0.9995,0.1717,15.1975,0.9434,2,True,86.89,True,0.0,0.0,0.0,0.00
418,20,132000000,20.132000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,1999,1999,0,1998,0.0000,1.0000,0.1285,17.8328,0.7383,3,True,86.89,True,0.0,0.0,0.0,0.00
419,20,164000000,20.164000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,1999,1999,0,1999,0.0000,1.0000,0.1177,1.5245,0.6974,4,True,86.89,True,0.0,0.0,0.0,0.00
420,20,200000000,20.200000000,7.117172760685291,-0.8502329818854107,4.035764873438915,7.719734717441763e-05,0.0029542202338714183,-0.0015721339590093056,0.9999943974934031,1999,1999,5,1947,0.0025,1.0000,0.9423,105.6389,1.1906,0,True,85.25,True,0.0,0.0,0.0,0.00
421,20,232000000,20.232000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1999,1965,9,1871,0.0046,0.9830,3.3896,279.2028,1.7295,0,True,83.61,True,-0.8794063165095608,0.054731220082950054,-0.4729154512503453,0.05
422,20,264000000,20.264000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,83.61,True,0.0,0.0,0.0,0.00
423,20,296000000,20.296000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,2000,1998,0,1996,0.0000,0.9990,0.1667,50.5664,0.9463,2,True,83.61,True,0.0,0.0,0.0,0.00
424,20,332000000,20.332000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1998,1998,1,1998,0.0005,1.0000,0.1363,1.1518,0.7880,3,True,83.61,True,0.0,0.0,0.0,0.00
425,20,364000000,20.364000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1998,1998,0,1998,0.0000,1.0000,0.1207,1.2475,0.6877,4,True,83.61,True,0.0,0.0,0.0,0.00
426,20,396000000,20.396000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1998,1966,0,1950,0.0000,0.9840,1.1161,396.2543,0.8617,5,True,85.25,True,0.0,0.0,0.0,0.00
427,20,428000000,20.428000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1966,1963,0,1938,0.0000,0.9985,1.4988,245.5097,0.9562,6,True,85.25,True,0.0,0.0,0.0,0.00
428,20,464000000,20.464000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1963,1963,0,1961,0.0000,1.0000,0.2145,65.3315,0.8329,7,True,85.25,True,0.0,0.0,0.0,0.00
429,20,496000000,20.496000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1963,1963,0,1961,0.0000,1.0000,0.1644,31.9885,0.8169,8,True,85.25,True,0.0,0.0,0.0,0.00
430,20,528000000,20.528000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1963,1963,0,1963,0.0000,1.0000,0.1491,0.9705,0.8343,9,True,85.25,True,0.0,0.0,0.0,0.00
431,20,560000000,20.560000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1963,1963,5,1932,0.0025,1.0000,0.7723,141.4982,1.2309,0,True,83.61,True,0.0,0.0,0.0,0.00
432,20,596000000,20.596000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1963,1957,1,1913,0.0005,0.9969,1.2798,420.8893,1.2023,1,True,83.61,True,0.0,0.0,0.0,0.00
433,20,628000000,20.628000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1957,1957,2,1946,0.0010,1.0000,0.7702,216.7532,0.7569,2,True,83.61,True,0.0,0.0,0.0,0.00
434,20,660000000,20.660000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1957,1957,0,1953,0.0000,1.0000,0.1386,27.6995,0.7211,3,True,83.61,True,0.0,0.0,0.0,0.00
435,20,692000000,20.692000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1957,1957,1,1957,0.0005,1.0000,0.0996,0.9505,0.5928,4,True,83.61,True,0.0,0.0,0.0,0.00
436,20,728000000,20.728000000,6.235164192431687,-0.7926599524646335,3.5680617284734972,0.00037283352305900376,0.0032170438500988543,-0.0013338026946254963,0.9999938662783899,1957,1957,0,1957,0.0000,1.0000,0.1107,0.5968,0.7012,5,True,85.25,True,0.0,0.0,0.0,0.00
437,20,760000000,20.760000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1957,1957,9,1929,0.0046,1.0000,0.4312,146.8859,0.8068,0,True,83.61,True,0.08161405030672561,-0.12739212932595315,-0.9884889438826975,0.03
438,20,792000000,20.792000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,83.61,True,0.0,0.0,0.0,0.00
439,20,824000000,20.824000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,2000,1999,4,1937,0.0020,0.9995,2.1687,265.8330,1.4579,2,True,83.61,True,0.0,0.0,0.0,0.00
440,20,860000000,20.860000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1999,1998,0,1976,0.0000,0.9995,0.7577,277.3195,0.6073,3,True,83.61,True,0.0,0.0,0.0,0.00
441,20,892000000,20.892000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1998,1998,0,1997,0.0000,1.0000,0.0621,4.1614,0.4140,4,True,85.25,True,0.0,0.0,0.0,0.00
442,20,924000000,20.924000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1998,1998,0,1992,0.0000,1.0000,0.1191,45.5363,0.5144,5,True,85.25,True,0.0,0.0,0.0,0.00
443,20,956000000,20.956000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1998,1971,1,1927,0.0005,0.9865,2.1898,321.2500,0.9855,6,True,85.25,True,0.0,0.0,0.0,0.00
444,20,992000000,20.992000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1971,1968,7,1900,0.0036,0.9985,3.6675,477.9595,1.3770,0,True,83.61,True,0.0,0.0,0.0,0.00
445,21,24000000,21.024000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1968,1964,7,1909,0.0036,0.9980,2.4472,761.8075,0.8268,0,True,81.97,True,0.0,0.0,0.0,0.00
446,21,56000000,21.056000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1964,1963,0,1962,0.0000,0.9995,0.0967,27.4435,0.5253,1,True,81.97,True,0.0,0.0,0.0,0.00
447,21,88000000,21.088000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1963,1963,0,1961,0.0000,1.0000,0.1096,10.4064,0.6217,2,True,81.97,True,0.0,0.0,0.0,0.00
448,21,124000000,21.124000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1963,1963,1,1834,0.0005,1.0000,0.3176,78.4527,0.8546,3,True,83.61,True,0.0,0.0,0.0,0.00
449,21,156000000,21.156000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1963,1956,3,1915,0.0015,0.9964,1.5061,582.8273,0.9972,4,True,83.61,True,0.0,0.0,0.0,0.00
450,21,188000000,21.188000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1956,1952,1,1916,0.0005,0.9980,0.9209,246.8406,1.0277,5,True,83.61,True,0.0,0.0,0.0,0.00
451,21,220000000,21.220000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1952,1950,0,1938,0.0000,0.9990,0.4723,95.1357,0.9002,6,True,83.61,True,0.0,0.0,0.0,0.00
452,21,256000000,21.256000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1950,1949,0,1946,0.0000,0.9995,0.2143,60.4093,0.8312,7,True,85.25,True,0.0,0.0,0.0,0.00
453,21,288000000,21.288000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1949,1949,0,1948,0.0000,1.0000,0.1494,3.4517,0.8131,8,True,85.25,True,0.0,0.0,0.0,0.00
454,21,320000000,21.320000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1949,1949,0,1949,0.0000,1.0000,0.1416,1.6882,0.8131,9,True,85.25,True,0.0,0.0,0.0,0.00
455,21,352000000,21.352000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1949,1946,2,1803,0.0010,0.9985,0.8689,203.3923,1.0176,10,True,85.25,True,0.0,0.0,0.0,0.00
456,21,388000000,21.388000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1946,1946,1,1921,0.0005,1.0000,1.9921,1009.6323,1.0833,11,True,85.25,True,0.0,0.0,0.0,0.00
457,21,420000000,21.420000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1946,1945,1,1926,0.0005,0.9995,0.5051,123.2223,0.9456,12,True,85.25,True,0.0,0.0,0.0,0.00
458,21,452000000,21.452000000,6.310077125181633,-0.9195235479435653,2.578974431694816,0.00022036506989876113,0.003370612273334866,-0.0013686411214857241,0.9999933585947556,1945,1945,0,1944,0.0000,1.0000,0.1608,3.1113,0.8115,13,True,85.25,True,0.0,0.0,0.0,0.00
459,21,484000000,21.484000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,1945,1945,9,1923,0.0046,1.0000,0.3508,59.0971,1.0230,0,True,83.61,True,0.655663769570524,-0.6823459735208212,0.3232785079347117,0.01
460,21,520000000,21.520000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,83.61,True,0.0,0.0,0.0,0.00
461,21,552000000,21.552000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,2000,1999,2,1971,0.0010,0.9995,0.8139,146.2930,1.3052,2,True,83.61,True,0.0,0.0,0.0,0.00
462,21,584000000,21.584000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,1999,1996,2,1960,0.0010,0.9985,2.1500,799.1553,1.2404,3,True,83.61,True,0.0,0.0,0.0,0.00
463,21,616000000,21.616000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,1996,1995,5,1987,0.0025,0.9995,0.3264,176.5023,0.7619,0,True,81.97,True,0.0,0.0,0.0,0.00
464,21,652000000,21.652000000,6.966033849153419,-1.6038061100537886,2.897530786941527,0.00030566722436532176,0.0034635527233489918,-0.0013523940914531285,0.999993040675935,1995,1995,0,1995,0.0000,1.0000,0.1132,1.7372,0.6513,1,True,83.61,True,0.0,0.0,0.0,0.00
465,21,684000000,21.684000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1995,1994,8,1960,0.0040,0.9995,0.6289,96.8693,0.8465,0,True,81.97,True,-0.5108596605252977,-0.7679129882136057,-0.38643505247431764,0.01
466,21,716000000,21.716000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,81.97,True,0.0,0.0,0.0,0.00
467,21,748000000,21.748000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,2000,1995,7,1961,0.0035,0.9975,1.2319,476.6677,0.9006,0,True,80.33,True,0.0,0.0,0.0,0.00
468,21,784000000,21.784000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1995,1995,4,1971,0.0020,1.0000,1.4152,342.7342,0.6126,1,True,80.33,True,0.0,0.0,0.0,0.00
469,21,816000000,21.816000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1995,1993,0,1986,0.0000,0.9990,0.3358,186.7502,0.3350,2,True,80.33,True,0.0,0.0,0.0,0.00
470,21,848000000,21.848000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1993,1993,0,1993,0.0000,1.0000,0.0302,1.0098,0.2308,3,True,81.97,True,0.0,0.0,0.0,0.00
471,21,880000000,21.880000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1993,1984,0,1983,0.0000,0.9955,0.0277,4.2457,0.1999,4,True,81.97,True,0.0,0.0,0.0,0.00
472,21,916000000,21.916000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1984,1984,0,1975,0.0000,1.0000,0.1720,101.7444,0.3401,5,True,81.97,True,0.0,0.0,0.0,0.00
473,21,948000000,21.948000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1984,1983,1,1966,0.0005,0.9995,1.4325,590.3027,0.5184,6,True,81.97,True,0.0,0.0,0.0,0.00
474,21,980000000,21.980000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1983,1981,1,1964,0.0005,0.9990,1.3167,768.6238,0.4886,7,True,81.97,True,0.0,0.0,0.0,0.00
475,22,12000000,22.012000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1981,1981,0,1978,0.0000,1.0000,0.0469,23.7048,0.2416,8,True,81.97,True,0.0,0.0,0.0,0.00
476,22,48000000,22.048000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1981,1981,0,1981,0.0000,1.0000,0.0388,0.6779,0.3068,9,True,83.61,True,0.0,0.0,0.0,0.00
477,22,80000000,22.080000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1981,1980,0,1980,0.0000,0.9995,0.0413,0.8931,0.3122,10,True,83.61,True,0.0,0.0,0.0,0.00
478,22,112000000,22.112000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1980,1980,0,1979,0.0000,1.0000,0.0530,4.4788,0.3780,11,True,83.61,True,0.0,0.0,0.0,0.00
479,22,144000000,22.144000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1980,1980,4,1967,0.0020,1.0000,0.5547,127.6729,0.5105,12,True,83.61,True,0.0,0.0,0.0,0.00
480,22,180000000,22.180000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1980,1979,3,1963,0.0015,0.9995,0.6522,346.3737,0.5449,13,True,83.61,True,0.0,0.0,0.0,0.00
481,22,212000000,22.212000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1979,1978,2,1974,0.0010,0.9995,0.1297,54.8353,0.5037,14,True,85.25,True,0.0,0.0,0.0,0.00
482,22,244000000,22.244000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1978,1978,2,1950,0.0010,1.0000,0.4813,96.8669,0.7348,15,True,86.89,True,0.0,0.0,0.0,0.00
483,22,276000000,22.276000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1978,1978,1,1934,0.0005,1.0000,0.8223,206.8880,0.9342,16,True,86.89,True,0.0,0.0,0.0,0.00
484,22,312000000,22.312000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1978,1978,0,1974,0.0000,1.0000,0.1349,35.4296,0.5845,17,True,86.89,True,0.0,0.0,0.0,0.00
485,22,344000000,22.344000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1978,1978,1,1971,0.0005,1.0000,0.5848,321.4773,0.5905,18,True,86.89,True,0.0,0.0,0.0,0.00
486,22,376000000,22.376000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1978,1977,0,1969,0.0000,0.9995,0.3855,172.2252,0.6025,19,True,86.89,True,0.0,0.0,0.0,0.00
487,22,408000000,22.408000000,6.4504331223402875,-2.370095610316572,2.514182000199242,0.00036726968600578065,0.0035093725694369656,-0.0013394339301364185,0.9999928776415827,1977,1977,0,1974,0.0000,1.0000,0.1142,78.7053,0.4565,20,True,86.89,True,0.0,0.0,0.0,0.00
488,22,444000000,22.444000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1977,1977,9,1939,0.0046,1.0000,0.7074,233.5316,0.6179,0,True,85.25,True,-0.35005808950819156,0.12818541729770883,-0.927915854354309,0.01
489,22,476000000,22.476000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,2000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,True,85.25,True,0.0,0.0,0.0,0.00
490,22,508000000,22.508000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,2000,2000,5,1971,0.0025,1.0000,0.9196,320.9377,0.8010,0,True,83.61,True,0.0,0.0,0.0,0.00
491,22,540000000,22.540000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,2000,1996,5,1928,0.0025,0.9980,5.1179,597.7939,1.1576,0,True,81.97,True,0.0,0.0,0.0,0.00
492,22,576000000,22.576000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1996,1995,1,1985,0.0005,0.9995,0.3323,140.9227,0.2981,1,True,83.61,True,0.0,0.0,0.0,0.00
493,22,608000000,22.608000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1995,1994,0,1965,0.0000,0.9995,0.5425,128.8348,0.5010,2,True,83.61,True,0.0,0.0,0.0,0.00
494,22,640000000,22.640000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1994,1961,3,1918,0.0015,0.9835,1.3306,433.9816,0.6615,3,True,83.61,True,0.0,0.0,0.0,0.00
495,22,672000000,22.672000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1961,1961,0,1957,0.0000,1.0000,0.0396,22.5035,0.2282,4,True,83.61,True,0.0,0.0,0.0,0.00
496,22,708000000,22.708000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1961,1961,0,1960,0.0000,1.0000,0.0330,11.0744,0.2358,5,True,83.61,True,0.0,0.0,0.0,0.00
497,22,740000000,22.740000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1961,1960,1,1935,0.0005,0.9995,1.0415,507.6907,0.5160,6,True,83.61,True,0.0,0.0,0.0,0.00
498,22,772000000,22.772000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1960,1959,0,1944,0.0000,0.9995,0.4253,250.8425,0.4471,7,True,85.25,True,0.0,0.0,0.0,0.00
499,22,804000000,22.804000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1959,1959,0,1958,0.0000,1.0000,0.1033,134.1446,0.3245,8,True,85.25,True,0.0,0.0,0.0,0.00
500,22,840000000,22.840000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1959,1959,1,1954,0.0005,1.0000,0.0760,14.6583,0.4616,9,True,85.25,True,0.0,0.0,0.0,0.00
501,22,872000000,22.872000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1959,1959,2,1955,0.0010,1.0000,0.0749,13.3505,0.4902,10,True,85.25,True,0.0,0.0,0.0,0.00
502,22,904000000,22.904000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1959,1956,2,1932,0.0010,0.9985,1.4287,406.9732,0.7067,11,True,85.25,True,0.0,0.0,0.0,0.00
503,22,936000000,22.936000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1956,1952,4,1924,0.0020,0.9980,2.1949,838.8550,0.8521,12,True,85.25,True,0.0,0.0,0.0,0.00
504,22,972000000,22.972000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1952,1952,0,1951,0.0000,1.0000,0.0994,69.3620,0.4616,13,True,85.25,True,0.0,0.0,0.0,0.00
505,23,4000000,23.004000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1952,1952,0,1952,0.0000,1.0000,0.0623,0.5821,0.4378,14,True,86.89,True,0.0,0.0,0.0,0.00
506,23,36000000,23.036000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1952,1952,0,1952,0.0000,1.0000,0.0681,0.7820,0.4762,15,True,88.52,True,0.0,0.0,0.0,0.00
507,23,68000000,23.068000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1952,1952,0,1952,0.0000,1.0000,0.0663,0.7135,0.4665,16,True,88.52,True,0.0,0.0,0.0,0.00
508,23,104000000,23.104000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1952,1949,1,1930,0.0005,0.9985,1.0559,207.2587,0.7320,17,True,88.52,True,0.0,0.0,0.0,0.00
509,23,136000000,23.136000000,6.094216785538577,-2.2402835278882276,1.5888394989321777,0.0003206253717662748,0.0035200614149935652,-0.0013333209312536844,0.9999928642856908,1949,1944,3,1920,0.0015,0.9974,1.3549,376.5665,0.7933,18,True,88.52,True,0.0,0.0,0.0,0.00
