frame_idx,timestamp_total_sec,feature_count,feature_survival_rate,mean_lk_err,feature_vel_mean,feature_vel_max,num_inliers_E,num_inliers_pose,pose_e_ratio,flow_direction_entropy,flow_coherence,spatial_distribution_score,texture_density,border_loss_pct,estimated_rotational_flow_magnitude,estimated_translational_flow_magnitude,rotational_flow_ratio
29,9.34,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
30,9.373,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
31,9.406,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
32,9.439,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
33,9.472,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
34,9.505,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
35,9.538,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
36,9.571,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
37,9.604,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
38,9.637,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
39,9.67,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
40,9.703,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
41,9.736,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
42,9.769,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
43,9.802,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
44,9.835,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
45,9.868,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
46,9.901,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
47,9.934,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
48,9.967,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
49,10.0,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
50,10.033,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
51,10.066,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
52,10.099,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
53,10.132,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
54,10.165,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
55,10.198,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
56,10.231,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
57,10.264,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
58,10.297,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
59,10.33,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
60,10.363,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
61,10.396,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
62,10.429,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
63,10.462,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
64,10.495,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
65,10.528,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
66,10.561,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
67,10.594,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
68,10.627,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
69,10.66,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
70,10.693,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
71,10.726,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
72,10.759,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
73,10.792,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
74,10.825,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
75,10.858,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
76,10.891,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
77,10.924,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
78,10.957,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
79,10.99,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
80,11.023,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
81,11.056,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
82,11.089,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
83,11.122,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
84,11.155,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
85,11.188,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
86,11.221,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
87,11.254,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,15.283097777367708,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
88,11.287,963,1.0,0.0,0.0,0.0,963,0,0.0,-0.0,0.0,0.6660046695292027,16.068967909622614,0.0,8.322869262887202e-14,8.322869262887202e-14,8.322867877484378e-08
89,11.32,963,0.9885773624091381,1.4663603906228673e-05,1.3100595424475614e-05,0.001610507140867412,952,0,0.0,0.0848490017757324,0.25390716375012107,0.6660046695292027,16.91705376434798,5.188679245283019,8.353356448963746e-14,1.3100596069659971e-05,5.924115802062637e-09
90,11.353,952,1.0,2.1586016373476014e-05,1.2167140084784478e-05,0.0015916021075099707,952,0,0.0,0.0736313021248437,0.46366014723702326,0.6660155161191972,17.321449107842295,0.0,8.353356448963746e-14,1.216714102002965e-05,6.344092755794353e-09
91,11.386,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.283097777367708,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
92,11.419,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.283097777367708,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
93,11.452,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.283097777367708,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
94,11.485,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.706226235321825,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
95,11.518,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,16.663124484120004,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
96,11.551,952,1.0,5.1062092097708955e-05,2.3941636754898354e-05,0.0023211422376334667,952,0,0.0,0.10532017847270281,0.21642210324227032,0.6660155161191972,17.30637223684819,0.0,8.353356448963746e-14,2.3941635119968282e-05,3.349161504772117e-09
97,11.584,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,16.125927648732752,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
98,11.617,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.283097777367708,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
99,11.65,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.283097777367708,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
100,11.683,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,15.47757862851168,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
101,11.716,952,1.0,0.0,0.0,0.0,952,0,0.0,-0.0,0.0,0.6660155161191972,16.369203744300762,0.0,8.353356448963746e-14,8.353356448963746e-14,8.3533550533927e-08
102,11.749,952,0.9978991596638656,4.221864219289273e-05,2.578331441327464e-05,0.0029336584266275167,950,0,0.0,0.10737895126455907,0.3959901741688147,0.6660155161191972,17.112201677183407,0.9900990099009901,8.358975426990868e-14,2.5783315018619955e-05,3.120963702622916e-09
103,11.782,950,1.0,1.5365796571131796e-05,5.226110715739196e-06,0.0013431202387437224,950,0,0.0,0.04295887005963806,0.10004221701500722,0.6659895468839274,17.090825899509017,0.0,8.358975426990868e-14,5.226110442781822e-06,1.342567786354778e-08
104,11.815,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
105,11.848,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
106,11.881,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
107,11.914,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.02602834960011,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
108,11.947,950,1.0,1.3501014109351672e-05,1.0763335922092665e-05,0.001610507140867412,950,0,0.0,0.06961193053263622,0.4911628850163074,0.6659895468839274,16.889801772658043,0.0,8.358975426990868e-14,1.076333610150935e-05,7.105956418706607e-09
109,11.98,950,1.0,5.251223046798259e-05,1.5864525266806595e-05,0.0023225462064146996,950,0,0.0,0.07797520596207069,0.3355951742878644,0.6659895468839274,17.341183001975615,0.0,8.358975426990868e-14,1.586452557707737e-05,4.956543454101635e-09
110,12.013,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
111,12.046,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
112,12.079,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
113,12.112,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.682485601539623,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
114,12.145,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.631388984721248,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
115,12.178,950,1.0,5.989676355966367e-05,2.0573221263475716e-05,0.0023265525233000517,950,0,0.0,0.1001788955363635,0.33574600284585143,0.6659895468839274,17.28578987728466,0.0,8.358975426990868e-14,2.057322008369004e-05,3.874699911359995e-09
116,12.211,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.387267134614284,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
117,12.244,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
118,12.277,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
119,12.31,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.448161658832104,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
120,12.343,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.427590907168874,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
121,12.376,950,1.0,4.393424023874104e-05,2.2098367480793968e-05,0.0028276145458221436,950,0,0.0,0.11192833923327625,0.2401569135405103,0.6659895468839274,17.187890352218226,0.0,8.358975426990868e-14,2.209836600887622e-05,3.618860049896484e-09
122,12.409,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.1855403090922,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
123,12.442,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
124,12.475,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
125,12.508,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.871636650331329,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
126,12.541,950,1.0,4.990154047845863e-05,2.7000238333130255e-05,0.0029455390758812428,950,0,0.0,0.10540004910969646,0.07419265522425804,0.6659895468839274,16.94108899491026,0.0,8.358975426990868e-14,2.700023744724601e-05,2.985323041558271e-09
127,12.574,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.559750986795862,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
128,12.607,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
129,12.64,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
130,12.673,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.246766851346344,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
131,12.706,950,1.0,4.736543633043766e-05,1.421043725713389e-05,0.0034315655939280987,950,0,0.0,0.06865689126610611,0.2808733235099092,0.6659895468839274,17.156180685625262,0.0,8.358975426990868e-14,1.4210437076461928e-05,5.4955523888193525e-09
132,12.739,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.97290000069653,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
133,12.772,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.283097777367708,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
134,12.805,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,16.05585976489257,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
135,12.838,950,1.0,4.03538579121232e-05,1.3709003724216018e-05,0.0019616892095655203,950,0,0.0,0.07366492682144167,0.1322336325542002,0.6659895468839274,16.303769173692153,0.0,8.358975426990868e-14,1.3709004022913898e-05,5.682896929299863e-09
136,12.871,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.822580173954357,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
137,12.904,950,1.0,0.0,0.0,0.0,950,0,0.0,-0.0,0.0,0.6659895468839274,15.485446603870011,0.0,8.358975426990868e-14,8.358975426990868e-14,8.358974029541697e-08
138,12.937,950,1.0,4.192027699900791e-05,1.7839476640801877e-05,0.0028182119131088257,950,0,0.0,0.09581650500541038,0.04993233716742423,0.6659895468839274,16.573230277301604,0.0,8.358975426990868e-14,1.783947541411322e-05,4.436946998874807e-09
